139,42.4915917,-83.2846037
139.0999999,42.4916015,-83.2846287
139.2,42.4916113,-83.2846537
139.3,42.4916175,-83.2846693
139.4000001,42.4916237,-83.2846849
139.5,42.491631,-83.2847035
139.5999999,42.4916507,-83.2847532
139.7,42.49166045,-83.28477795
139.8,42.4916702,-83.2848027
139.9000001,42.49167995,-83.28482735
140,42.4916897,-83.284852
140.0999999,42.49169945,-83.28487665
140.2,42.4917092,-83.2849013
140.3,42.49171885,-83.28492575
140.4000001,42.4917285,-83.2849502
140.5,42.49173825,-83.2849746
140.5999999,42.491748,-83.284999
140.7,42.49175765,-83.28502335
140.8,42.4917673,-83.2850477
140.9000001,42.491777,-83.28507185
141,42.4917867,-83.285096
141.0999999,42.49179625,-83.28512015
141.2,42.4918058,-83.2851443
141.3,42.4918154,-83.2851685
141.4000001,42.491825,-83.2851927
141.5,42.4918345,-83.28521685
141.5999999,42.491844,-83.285241
141.7,42.4918535,-83.2852651
141.8,42.491863,-83.2852892
141.9000001,42.49187235,-83.2853131
142,42.4918817,-83.285337
142.0999999,42.49188755,-83.28535195
142.2,42.4918934,-83.2853669
142.3,42.4919005,-83.285385
142.4000001,42.491919,-83.2854328
142.5,42.49192825,-83.28545665
142.5999999,42.4919375,-83.2854805
142.7,42.49194675,-83.28550425
142.8,42.491956,-83.285528
142.9000001,42.49196535,-83.2855516
143,42.4919747,-83.2855752
143.0999999,42.491984,-83.28559885
143.2,42.4919933,-83.2856225
143.3,42.49199915,-83.28563725
143.4000001,42.492005,-83.285652
143.5,42.4920122,-83.2856693
143.5999999,42.4920308,-83.2857162
143.7,42.49204015,-83.2857395
143.8,42.4920495,-83.2857628
143.9000001,42.4920589,-83.28578605
144,42.4920683,-83.2858093
144.0999999,42.49207765,-83.2858325
144.2,42.492087,-83.2858557
144.3,42.49209635,-83.28587895
144.4000001,42.4921057,-83.2859022
144.5,42.492115,-83.2859252
144.5999999,42.4921243,-83.2859482
144.7,42.4921335,-83.28597085
144.8,42.4921427,-83.2859935
144.9000001,42.4921517,-83.2860159
145,42.4921607,-83.2860383
145.0999999,42.4921696,-83.2860604
145.2,42.4921785,-83.2860825
145.3,42.49218725,-83.2861039
145.401,42.492196,-83.2861253
145.5,42.4922045,-83.28614615
145.5999999,42.492213,-83.286167
145.7,42.4922215,-83.28618735
145.8,42.49223,-83.2862077
145.9000001,42.4922385,-83.28622745
146,42.492247,-83.2862472
146.0999999,42.4922555,-83.28626625
146.2,42.492264,-83.2862853
146.3,42.4922725,-83.28630365
146.4000001,42.492281,-83.286322
146.5,42.49228975,-83.28634
146.5999999,42.4922985,-83.286358
146.7,42.4923076,-83.2863755
146.8,42.4923167,-83.286393
146.9000001,42.49232585,-83.2864099
147,42.492335,-83.2864268
147.0999999,42.49234475,-83.28644325
147.2,42.4923545,-83.2864597
147.3,42.49236475,-83.2864756
147.4000001,42.492375,-83.2864915
147.5,42.49238565,-83.28650665
147.5999999,42.4923963,-83.2865218
147.7,42.4924075,-83.2865365
147.8,42.4924187,-83.2865512
147.9000001,42.49243025,-83.2865651
148,42.4924418,-83.286579
148.0999999,42.4924491,-83.2865876
148.2,42.4924564,-83.2865962
148.3,42.4924658,-83.2866055
148.4000001,42.4924809,-83.2866218
148.5,42.4925035,-83.2866422
148.5999999,42.4925166,-83.28665335
148.7,42.4925297,-83.2866645
148.8,42.4925431,-83.28667485
148.9000001,42.4925565,-83.2866852
149,42.49257025,-83.2866946
149.0999999,42.492584,-83.286704
149.2,42.49259265,-83.28670975
149.3,42.4926013,-83.2867155
149.4000001,42.4926299,-83.2867312
149.5,42.4926408,-83.2867358
149.5999999,42.4926555,-83.28674215
149.7,42.4926702,-83.2867485
149.8,42.4926851,-83.28675385
149.9000001,42.4927,-83.2867592
150,42.4927151,-83.28676345
150.0999999,42.4927302,-83.2867677
150.2,42.49273965,-83.2867702
150.3,42.4927491,-83.2867727
150.4000001,42.4927798,-83.286778
150.5,42.4927913,-83.2867783
150.5999999,42.49280665,-83.2867793
150.7,42.492822,-83.2867803
150.8,42.4928374,-83.28678025
150.9000001,42.4928528,-83.2867802
151,42.49286825,-83.2867791
151.0999999,42.4928837,-83.286778
151.2,42.49289335,-83.28677725
151.3,42.492903,-83.2867765
151.4000001,42.4929337,-83.286771
151.5,42.492945,-83.2867675
151.5999999,42.49296015,-83.28676335
151.7,42.4929753,-83.2867592
